CustomerKey;GeographyKey;Name;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;ChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;DateFirstPurchase;CommuteDistance
16024;627;Isaac Hill;40;Married;Male;40000,00;0;0;Partial College;Skilled Manual;1;1;2024-01-09;5-10 Miles
16025;6;Jorge Sun;74;Married;Male;10000,00;2;1;Partial High School;Clerical;1;2;2022-12-03;1-2 Miles
16026;17;Byron Jiménez;72;Married;Male;30000,00;2;0;Partial College;Clerical;0;2;2022-12-05;5-10 Miles
16027;21;Anne Vazquez;67;Married;Female;30000,00;2;0;Partial College;Clerical;0;2;2022-12-07;1-2 Miles
16028;18;Cody Cooper;73;Married;Male;30000,00;2;0;Partial College;Clerical;0;2;2022-12-09;5-10 Miles
16029;16;Abby Patel;72;Married;Female;30000,00;2;0;Partial College;Clerical;0;2;2022-12-20;1-2 Miles
16030;25;Max Martin;72;Married;Male;20000,00;4;0;High School;Skilled Manual;1;2;2023-10-29;5-10 Miles
16031;27;Ian Allen;71;Married;Male;30000,00;2;0;Partial College;Clerical;0;2;2022-12-03;1-2 Miles
16032;2;Colin Chavez;65;Married;Male;10000,00;2;1;Partial High School;Clerical;1;2;2023-02-23;1-2 Miles
16033;248;Erica Lin;47;Married;Female;10000,00;0;0;Graduate Degree;Manual;1;0;2022-01-08;0-1 Miles
16034;146;Pamela Suri;56;Married;Female;10000,00;1;0;Graduate Degree;Manual;1;0;2023-11-25;0-1 Miles
16035;237;Sebastian Morgan;46;Married;Male;20000,00;1;0;Graduate Degree;Manual;1;0;2024-01-14;0-1 Miles
16036;279;Maria Long;57;Married;Female;10000,00;1;0;Bachelors;Manual;1;0;2023-04-18;0-1 Miles
16037;162;Melissa Kelly;58;Married;Female;10000,00;1;0;Bachelors;Manual;1;0;2023-06-13;0-1 Miles
16038;243;Roy Sai;46;Married;Male;10000,00;1;0;Bachelors;Manual;1;0;2023-08-22;0-1 Miles
16039;143;Steve Yang;58;Married;Male;10000,00;1;0;Bachelors;Manual;1;0;2023-02-18;0-1 Miles
16040;197;Casey Gill;45;Married;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2023-03-03;0-1 Miles
16041;208;Pedro Raman;58;Single;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2023-01-29;0-1 Miles
16042;209;Ian Hall;82;Single;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2023-06-29;0-1 Miles
16043;233;Mathew Romero;44;Single;Male;10000,00;1;0;Bachelors;Manual;1;0;2023-05-13;0-1 Miles
16044;124;Connie Rai;60;Married;Female;10000,00;1;0;Bachelors;Manual;1;0;2023-03-17;0-1 Miles
16045;260;Evelyn Sara;55;Married;Female;20000,00;1;0;Graduate Degree;Clerical;1;0;2022-01-20;0-1 Miles
16046;275;Robyn Gomez;55;Single;Female;20000,00;1;0;Graduate Degree;Clerical;1;0;2022-01-03;0-1 Miles
16047;175;Taylor Johnson;56;Married;Female;10000,00;1;0;Partial College;Manual;1;0;2023-11-28;0-1 Miles
16048;147;Kelli Yang;45;Single;Female;10000,00;1;0;Partial College;Manual;1;0;2023-04-16;0-1 Miles
16049;119;Ashlee Nara;56;Married;Female;10000,00;1;0;Partial College;Manual;1;0;2023-07-05;0-1 Miles
16050;271;Reginald Moreno;62;Married;Male;10000,00;1;0;Partial College;Manual;1;0;2023-03-07;0-1 Miles
16051;187;Leonard Xu;51;Married;Male;20000,00;1;0;Bachelors;Clerical;1;0;2022-09-12;0-1 Miles
16052;193;Danny Gutierrez;62;Married;Male;20000,00;1;0;Bachelors;Clerical;1;0;2022-09-04;0-1 Miles
16053;267;Frederick Perez;57;Married;Male;20000,00;1;0;Bachelors;Clerical;1;0;2022-01-26;0-1 Miles
16054;275;Hector Ortega;63;Single;Male;20000,00;1;0;Bachelors;Clerical;1;0;2022-01-07;0-1 Miles
16055;171;Ryan Lee;63;Married;Male;10000,00;2;0;Partial College;Manual;1;0;2023-04-13;1-2 Miles
16056;212;Alison Shan;58;Married;Female;10000,00;2;0;Partial College;Manual;1;1;2023-09-25;0-1 Miles
16057;159;Michele Gomez;58;Married;Female;10000,00;2;0;Partial College;Manual;1;1;2023-02-12;1-2 Miles
16058;251;Margaret Zhang;59;Married;Female;10000,00;2;0;Partial College;Manual;1;1;2023-05-01;0-1 Miles
16059;119;Jésus Carlson;80;Married;Male;20000,00;1;0;Bachelors;Clerical;1;0;2023-03-18;0-1 Miles
16060;383;Antonio Griffin;48;Married;Male;50000,00;1;1;Bachelors;Skilled Manual;1;0;2024-01-23;0-1 Miles
16061;311;Miguel Butler;43;Married;Male;50000,00;1;1;Bachelors;Skilled Manual;1;0;2023-08-12;2-5 Miles
16062;642;Katherine Johnson;43;Married;Female;50000,00;1;1;Bachelors;Skilled Manual;1;1;2023-12-17;0-1 Miles
16063;299;Francisco Kapoor;43;Married;Male;50000,00;1;1;Bachelors;Skilled Manual;1;1;2023-07-19;0-1 Miles
16064;368;Isabella Griffin;50;Married;Female;50000,00;1;1;Bachelors;Skilled Manual;1;1;2023-08-28;0-1 Miles
16065;343;Makayla Torres;49;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;1;0;2023-09-10;2-5 Miles
16066;337;Alex Ramirez;44;Married;Male;50000,00;2;2;Bachelors;Skilled Manual;1;0;2023-09-12;2-5 Miles
16067;641;Maria Butler;44;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;0;0;2023-09-01;0-1 Miles
16068;607;Jerry Shen;50;Single;Male;50000,00;2;2;Bachelors;Skilled Manual;0;0;2023-09-18;0-1 Miles
16069;339;Brianna Hall;49;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;1;0;2023-09-12;2-5 Miles
16070;343;Sierra Phillips;49;Single;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2024-01-05;2-5 Miles
16071;50;Taylor Rodriguez;48;Married;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2023-09-10;0-1 Miles
16072;536;Caleb Evans;42;Married;Male;60000,00;1;0;Graduate Degree;Professional;1;0;2023-10-12;2-5 Miles
16073;623;Miranda Bryant;47;Single;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2023-12-12;2-5 Miles
16074;633;Caleb Roberts;47;Married;Male;60000,00;1;0;Graduate Degree;Professional;1;0;2023-05-16;2-5 Miles
16075;644;Alexis Johnson;47;Single;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2023-10-26;2-5 Miles
16076;648;Catherine Rogers;42;Married;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2024-01-15;0-1 Miles
16077;301;Stephanie Rogers;42;Married;Female;70000,00;2;0;Graduate Degree;Professional;1;0;2023-09-19;0-1 Miles
16078;326;Nicole James;47;Married;Female;70000,00;3;0;Graduate Degree;Professional;1;0;2023-09-11;0-1 Miles
16079;368;Natalie Carter;47;Married;Female;80000,00;1;0;Graduate Degree;Professional;1;0;2023-09-09;0-1 Miles
16080;337;Oscar Patterson;50;Single;Male;40000,00;4;4;High School;Skilled Manual;1;3;2023-09-08;10+ Miles
16081;298;Arturo Cai;51;Married;Male;70000,00;2;2;Bachelors;Skilled Manual;1;1;2023-10-26;2-5 Miles
16082;609;Autumn Zeng;45;Single;Female;70000,00;2;2;Bachelors;Skilled Manual;0;1;2023-06-27;0-1 Miles
16083;43;Mindy Raje;52;Married;Female;40000,00;5;5;High School;Skilled Manual;1;1;2023-06-18;0-1 Miles
16084;542;Allison Wright;51;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-12-15;0-1 Miles
16085;50;Trevor Gonzales;49;Married;Male;60000,00;1;0;Graduate Degree;Professional;1;0;2023-02-07;2-5 Miles
16086;298;Charles Watson;49;Married;Male;70000,00;4;0;Graduate Degree;Professional;1;0;2023-10-28;2-5 Miles
16087;299;Micah Chen;49;Single;Male;70000,00;4;0;Graduate Degree;Professional;1;0;2023-10-14;2-5 Miles
16088;536;Bryce Sanders;51;Single;Male;40000,00;0;0;Bachelors;Professional;0;1;2023-05-21;2-5 Miles
16089;62;Lucas Brooks;51;Married;Male;50000,00;2;2;Bachelors;Skilled Manual;1;1;2023-05-20;0-1 Miles
16090;60;Emma White;52;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;1;1;2023-10-15;2-5 Miles
16091;315;Alyssa Lewis;41;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;0;1;2023-06-26;0-1 Miles
16092;616;Jessica Bryant;53;Married;Female;60000,00;0;0;Graduate Degree;Professional;1;0;2023-09-24;2-5 Miles
16093;347;Kaitlyn Morris;53;Single;Female;60000,00;0;0;Graduate Degree;Professional;1;0;2023-09-28;2-5 Miles
16094;368;Kayla Brown;47;Single;Female;60000,00;0;0;Graduate Degree;Professional;1;0;2023-09-14;2-5 Miles
16095;316;Marcus Garcia;53;Married;Male;70000,00;4;0;Graduate Degree;Professional;1;0;2023-10-07;0-1 Miles
16096;43;Kenneth She;50;Married;Male;60000,00;2;0;Graduate Degree;Professional;1;0;2023-03-01;0-1 Miles
16097;49;Jessica Stewart;49;Single;Female;60000,00;2;0;Graduate Degree;Professional;1;0;2023-01-30;2-5 Miles
16098;69;Jasmine Diaz;49;Married;Female;70000,00;5;0;Graduate Degree;Professional;1;0;2023-01-23;0-1 Miles
16099;637;Julian Jenkins;44;Married;Male;70000,00;5;5;Graduate Degree;Professional;1;2;2023-11-29;0-1 Miles
16100;310;Jose Johnson;44;Single;Male;70000,00;5;5;Graduate Degree;Professional;1;3;2023-10-06;10+ Miles
16101;322;Mary Lopez;49;Married;Female;80000,00;2;0;Graduate Degree;Professional;1;0;2023-10-14;0-1 Miles
16102;310;Marcus Alexander;53;Single;Male;40000,00;0;0;Bachelors;Professional;0;1;2023-09-20;0-1 Miles
16103;62;Haley Hill;42;Single;Female;80000,00;3;3;Bachelors;Skilled Manual;1;1;2023-02-27;0-1 Miles
16104;627;Jordan Hernandez;53;Single;Female;80000,00;3;3;Bachelors;Skilled Manual;1;2;2023-10-28;2-5 Miles
16105;536;Kristy Diaz;54;Single;Female;80000,00;3;3;Bachelors;Skilled Manual;1;3;2023-09-29;10+ Miles
16106;62;Ian Barnes;54;Married;Male;60000,00;0;0;Graduate Degree;Professional;1;1;2023-06-04;2-5 Miles
16107;644;Jordan Edwards;44;Single;Female;50000,00;4;4;Bachelors;Skilled Manual;1;2;2023-05-14;2-5 Miles
16108;614;Bryce Howard;49;Single;Male;60000,00;4;2;Bachelors;Skilled Manual;0;2;2023-10-19;0-1 Miles
16109;54;Adam Turner;54;Single;Male;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-10-25;2-5 Miles
16110;69;Brandon Long;55;Married;Male;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-10-24;0-1 Miles
16111;542;Allison Green;44;Single;Female;70000,00;4;2;Bachelors;Skilled Manual;1;2;2023-10-05;0-1 Miles
16112;299;Frank Munoz;56;Single;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-10-01;2-5 Miles
16113;302;Roger Lal;45;Single;Male;70000,00;4;2;Bachelors;Professional;0;2;2023-10-12;0-1 Miles
16114;325;Gavin Ross;56;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-10-17;2-5 Miles
16115;339;Jennifer Diaz;51;Single;Female;70000,00;0;0;Bachelors;Professional;0;1;2023-03-28;0-1 Miles
16116;343;Begoña Hurtado;51;Single;Male;70000,00;0;0;Bachelors;Professional;1;1;2023-10-25;2-5 Miles
16117;609;Brad Lal;56;Married;Male;40000,00;4;3;High School;Skilled Manual;1;2;2023-11-21;0-1 Miles
16118;348;James Wright;56;Married;Male;70000,00;1;0;Bachelors;Professional;0;1;2023-10-21;0-1 Miles
16119;539;Hailey Watson;57;Married;Female;40000,00;4;3;High School;Skilled Manual;1;2;2023-02-08;2-5 Miles
16120;314;Bryce Ramirez;47;Married;Male;40000,00;4;3;High School;Skilled Manual;1;3;2023-10-30;10+ Miles
16121;53;Kaitlyn Ross;58;Married;Female;40000,00;4;2;High School;Skilled Manual;0;2;2023-11-23;0-1 Miles
16122;300;Jason Phillips;57;Married;Male;40000,00;4;2;High School;Skilled Manual;1;2;2023-10-06;0-1 Miles
16123;50;Natalie Patterson;57;Married;Female;40000,00;4;2;High School;Skilled Manual;1;2;2023-11-05;2-5 Miles
16124;59;Eduardo Murphy;57;Married;Male;40000,00;4;2;High School;Skilled Manual;1;2;2023-11-18;0-1 Miles
16125;60;Victoria Watson;58;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-12-03;2-5 Miles
16126;347;Faith Kelly;57;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-09-29;2-5 Miles
16127;302;Amanda Edwards;41;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-10-14;0-1 Miles
16128;51;Destiny Ward;47;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-12-13;2-5 Miles
16129;547;Jordyn Russell;58;Single;Female;40000,00;4;2;High School;Skilled Manual;1;2;2023-11-12;2-5 Miles
16130;300;Mike Seamans;53;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-09-11;2-5 Miles
16131;301;Albert Romero;59;Single;Male;40000,00;0;0;Bachelors;Professional;0;1;2023-11-05;2-5 Miles
16132;62;Sierra Nelson;53;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-01-18;0-1 Miles
16133;51;Dylan Simmons;46;Single;Male;50000,00;0;0;Partial College;Skilled Manual;0;1;2023-02-07;0-1 Miles
16134;536;Roy Hernandez;52;Single;Male;50000,00;0;0;Partial College;Skilled Manual;0;1;2023-04-26;2-5 Miles
16135;536;Chelsea Raman;52;Single;Female;50000,00;0;0;Partial College;Skilled Manual;0;1;2023-11-04;2-5 Miles
16136;611;George Srini;52;Single;Male;50000,00;0;0;Partial College;Skilled Manual;0;1;2023-11-27;2-5 Miles
16137;631;Timothy King;52;Single;Male;50000,00;0;0;Partial College;Skilled Manual;1;1;2023-11-09;2-5 Miles
16138;315;David Butler;52;Single;Male;60000,00;0;0;Graduate Degree;Professional;0;1;2023-11-05;2-5 Miles
16139;383;Jacqueline Alexander;53;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-11-09;0-1 Miles
16140;59;Seth Harris;53;Married;Male;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-03-25;0-1 Miles
16141;369;Shelby Ramirez;58;Married;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;2023-10-30;2-5 Miles
16142;642;Sophia King;60;Single;Female;60000,00;4;3;Bachelors;Professional;1;0;2023-11-06;2-5 Miles
16143;329;Sara Evans;60;Married;Female;60000,00;4;3;Bachelors;Professional;1;0;2023-04-15;2-5 Miles
16144;623;Patrick Kelly;54;Married;Male;70000,00;1;0;Graduate Degree;Professional;1;1;2023-10-15;0-1 Miles
16145;633;Sydney Anderson;59;Single;Female;70000,00;5;5;Graduate Degree;Professional;1;3;2023-10-04;10+ Miles
16146;609;Jacquelyn Saunders;60;Married;Female;80000,00;1;0;Graduate Degree;Professional;1;0;2023-10-17;0-1 Miles
16147;335;Nathan Griffin;60;Married;Male;80000,00;1;0;Partial College;Skilled Manual;1;1;2023-10-26;0-1 Miles
16148;337;Karen Walker;61;Married;Female;80000,00;1;0;Partial College;Skilled Manual;1;1;2023-09-29;0-1 Miles
16149;52;Dalton Perry;61;Single;Male;60000,00;3;2;Bachelors;Professional;1;1;2023-05-30;2-5 Miles
16150;331;Nicole Thompson;50;Married;Female;60000,00;1;0;Bachelors;Professional;1;1;2023-11-11;0-1 Miles
16151;648;Chloe Sanchez;56;Married;Female;60000,00;1;0;Bachelors;Professional;1;1;2023-11-01;2-5 Miles
16152;361;Katherine Evans;55;Married;Female;70000,00;5;4;Graduate Degree;Professional;1;0;2023-10-20;2-5 Miles
16153;626;Eric Jai;61;Married;Male;70000,00;5;4;Graduate Degree;Professional;1;1;2023-08-12;2-5 Miles
16154;360;Jennifer Scott;60;Married;Female;70000,00;5;4;Bachelors;Professional;1;2;2023-07-11;2-5 Miles
16155;33;Joan Jenkins;50;Married;Female;80000,00;4;4;Graduate Degree;Management;1;1;2022-12-05;0-1 Miles
16156;15;Javier Hernandez;49;Married;Male;90000,00;1;0;Graduate Degree;Management;1;0;2022-12-27;0-1 Miles
16157;18;Cindy Raman;39;Married;Female;90000,00;1;0;Graduate Degree;Management;0;0;2022-12-17;0-1 Miles
16158;30;Kathleen Gomez;49;Married;Female;100000,00;1;0;Graduate Degree;Management;1;0;2022-12-06;2-5 Miles
16159;28;Mindy Goldberg;44;Married;Female;100000,00;1;0;Graduate Degree;Management;1;0;2022-12-21;0-1 Miles
16160;7;Erika Hernandez;51;Married;Female;60000,00;2;2;Bachelors;Professional;1;1;2022-12-09;2-5 Miles
16161;31;Jodi Deng;50;Married;Female;60000,00;2;2;Bachelors;Professional;1;1;2022-12-15;2-5 Miles
16162;13;Mackenzie Morgan;50;Single;Female;70000,00;5;5;Bachelors;Professional;1;3;2023-07-20;10+ Miles
16163;34;Willie Chande;51;Single;Male;60000,00;2;2;Bachelors;Professional;1;1;2022-12-06;2-5 Miles
16164;36;Amy Liang;46;Single;Female;60000,00;2;2;Bachelors;Professional;1;1;2022-12-18;2-5 Miles
16165;8;Jenny Liu;46;Married;Female;70000,00;5;5;Bachelors;Professional;1;3;2023-07-09;10+ Miles
16166;5;April Goel;40;Married;Female;70000,00;5;5;Bachelors;Professional;1;3;2023-02-12;10+ Miles
16167;39;Devin Moore;46;Married;Male;70000,00;5;5;Bachelors;Professional;1;3;2023-08-16;10+ Miles
16168;2;Kathryn Ashe;51;Married;Female;70000,00;5;5;Bachelors;Professional;1;4;2023-02-21;10+ Miles
16169;19;Dennis Lin;46;Single;Male;70000,00;5;5;Bachelors;Professional;1;4;2022-12-14;10+ Miles
16170;25;Juan Rubio;52;Single;Male;80000,00;5;5;Graduate Degree;Management;1;3;2023-08-18;0-1 Miles
16171;37;Bruce Ruiz;53;Married;Male;80000,00;5;5;Graduate Degree;Management;1;3;2023-04-06;0-1 Miles
16172;21;Janelle Perez;41;Single;Female;80000,00;5;5;Bachelors;Professional;1;4;2023-08-02;1-2 Miles
16173;15;Cory Rana;43;Married;Male;60000,00;2;2;Bachelors;Professional;1;1;2023-02-24;2-5 Miles
16174;5;Melinda Hernandez;54;Single;Female;60000,00;3;3;Bachelors;Professional;0;1;2023-04-03;0-1 Miles
16175;15;Tony Shan;48;Single;Male;60000,00;3;3;Bachelors;Professional;0;1;2023-08-11;0-1 Miles
16176;34;Michele Torres;50;Single;Female;70000,00;0;0;Bachelors;Professional;1;1;2022-11-28;5-10 Miles
16177;31;Bethany Nath;45;Single;Female;70000,00;0;0;Bachelors;Professional;0;1;2023-06-03;5-10 Miles
16178;18;Alfredo Carlson;50;Married;Male;80000,00;5;5;Bachelors;Professional;1;4;2023-04-19;0-1 Miles
16179;27;Jamie Zhao;50;Single;Female;80000,00;5;5;Bachelors;Professional;1;4;2023-09-15;1-2 Miles
16180;2;Kyle Perez;48;Single;Male;70000,00;0;0;Bachelors;Professional;0;1;2022-12-26;0-1 Miles
16181;30;Daisy Rubio;54;Single;Female;70000,00;0;0;Bachelors;Professional;0;1;2023-10-06;5-10 Miles
16182;29;Louis Sun;55;Married;Male;60000,00;3;3;Bachelors;Professional;1;2;2023-05-22;0-1 Miles
16183;17;Tanya Carlson;49;Single;Female;60000,00;3;3;Bachelors;Professional;1;2;2023-05-09;5-10 Miles
16184;20;Christine She;55;Married;Female;60000,00;4;4;Bachelors;Professional;1;1;2023-09-28;0-1 Miles
16185;16;Grant Raji;49;Single;Male;60000,00;4;4;Bachelors;Professional;1;3;2023-04-27;10+ Miles
16186;222;Bethany Raji;44;Single;Female;30000,00;0;0;Partial College;Clerical;1;1;2023-06-29;2-5 Miles
16187;257;Louis Hu;38;Single;Male;20000,00;0;0;Partial High School;Manual;0;2;2023-08-08;1-2 Miles
16188;255;Teresa Torres;39;Single;Female;20000,00;0;0;Partial High School;Manual;0;2;2023-11-28;1-2 Miles
16189;265;Amanda Hughes;40;Married;Female;30000,00;0;0;Partial College;Clerical;0;1;2023-06-16;1-2 Miles
16190;247;Lance Alvarez;40;Single;Male;30000,00;0;0;Partial College;Clerical;0;1;2023-03-18;2-5 Miles
16191;266;Margaret Zeng;41;Single;Female;30000,00;0;0;High School;Manual;1;1;2023-10-21;2-5 Miles
16192;230;Marie Lopez;41;Single;Female;30000,00;0;0;High School;Manual;0;1;2023-01-28;2-5 Miles
16193;237;Victor Rubio;41;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-02-19;1-2 Miles
16194;216;Katie Deng;45;Single;Female;30000,00;0;0;High School;Manual;0;1;2023-03-24;2-5 Miles
16195;222;Abby Perez;46;Married;Female;30000,00;0;0;High School;Manual;0;1;2023-05-22;1-2 Miles
16196;145;Kurt Raheem;45;Married;Male;40000,00;1;1;Bachelors;Skilled Manual;1;1;2022-03-07;0-1 Miles
16197;153;Heidi Prasad;41;Single;Female;20000,00;0;0;Partial High School;Manual;0;2;2022-03-18;1-2 Miles
16198;236;Arthur Navarro;46;Single;Male;30000,00;0;0;High School;Manual;1;1;2023-05-06;2-5 Miles
16199;128;Terrence Xie;46;Single;Male;40000,00;2;2;Partial College;Clerical;1;0;2022-03-20;1-2 Miles
16200;271;Julia Edwards;48;Single;Female;10000,00;0;0;Partial High School;Manual;0;2;2023-03-23;0-1 Miles
16201;247;Ross Martin;47;Single;Male;20000,00;0;0;Partial High School;Manual;1;2;2022-01-18;1-2 Miles
16202;196;Kenneth Jai;48;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-10-09;2-5 Miles
16203;225;Warren Raje;49;Single;Male;40000,00;2;2;Partial College;Clerical;1;0;2022-09-01;1-2 Miles
16204;211;Terrence Anand;42;Single;Male;40000,00;2;2;Partial College;Clerical;1;1;2022-09-15;1-2 Miles
16205;196;Melanie Sanders;42;Single;Female;40000,00;2;2;Partial College;Clerical;1;1;2022-09-12;1-2 Miles
16206;127;Cindy Lewis;48;Single;Female;40000,00;2;2;Partial College;Clerical;1;1;2022-04-15;1-2 Miles
16207;117;Jordan Shan;42;Single;Male;40000,00;2;2;Partial College;Clerical;1;1;2022-04-09;1-2 Miles
16208;174;Ruth Chandra;47;Single;Female;40000,00;2;2;Partial College;Clerical;1;1;2023-03-04;0-1 Miles
16209;215;Carolyn Alvarez;49;Single;Female;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-02-03;1-2 Miles
16210;302;Olivia Cooper;45;Single;Female;40000,00;3;3;Partial College;Clerical;1;1;2023-12-16;1-2 Miles
16211;611;Jesse Roberts;44;Single;Male;40000,00;3;3;Partial College;Clerical;1;1;2023-12-02;1-2 Miles
16212;307;Jacqueline Rivera;89;Married;Female;50000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-12-16;0-1 Miles
16213;63;Kaylee Turner;53;Single;Female;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-07-05;0-1 Miles
16214;609;Brett Fernandez;47;Married;Male;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-03-31;0-1 Miles
16215;626;Thomas Turner;53;Married;Male;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-12-22;1-2 Miles
16216;632;Charles Mitchell;41;Single;Male;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-12-05;1-2 Miles
16217;553;Amanda Gonzales;52;Single;Female;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-08-29;0-1 Miles
16218;634;Julia Simmons;60;Married;Female;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-01-12;5-10 Miles
16219;52;Angel Sanders;60;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-06-09;1-2 Miles
16220;68;Megan Russell;65;Married;Female;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-07-24;1-2 Miles
16221;612;Darren Saunders;60;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-02-15;1-2 Miles
16222;299;Brandon Anderson;65;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-02-14;2-5 Miles
16223;338;Carlos Collins;66;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-02-14;1-2 Miles
16224;348;Jacob Martinez;65;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-02-26;2-5 Miles
16225;336;Wyatt Nelson;54;Married;Male;30000,00;1;0;Bachelors;Skilled Manual;1;1;2023-03-03;2-5 Miles
16226;638;Maria Blue;66;Married;Female;30000,00;1;0;Partial College;Clerical;1;1;2023-03-03;5-10 Miles
16227;314;Eric Lopez;65;Married;Male;30000,00;1;0;High School;Clerical;1;1;2023-01-30;10+ Miles
16228;302;Rafael Zhu;58;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-12-11;0-1 Miles
16229;607;Wayne Chande;53;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-12-07;1-2 Miles
16230;298;Craig Blanco;64;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-12-18;0-1 Miles
16231;609;Dana Martin;63;Married;Female;40000,00;1;0;Partial College;Clerical;1;1;2023-01-11;0-1 Miles
16232;623;Chase Richardson;63;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-02-17;1-2 Miles
16233;335;Rebecca King;53;Single;Female;80000,00;5;0;Graduate Degree;Skilled Manual;1;0;2024-01-14;1-2 Miles
16234;360;Wyatt Martin;63;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-06-02;0-1 Miles
16235;336;Sebastian Morris;57;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-02-18;1-2 Miles
16236;543;Nicholas Martinez;57;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-09-25;1-2 Miles
16237;638;Erin James;62;Married;Female;40000,00;1;0;Partial College;Clerical;1;1;2023-03-02;1-2 Miles
16238;300;Ann Arun;61;Married;Female;40000,00;1;0;Partial College;Clerical;1;1;2023-04-09;0-1 Miles
16239;339;Gabriel Nelson;61;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2024-01-05;0-1 Miles
16240;301;Madeline Green;50;Single;Female;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2024-01-02;0-1 Miles
16241;68;Isabel Butler;49;Single;Female;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-04-26;0-1 Miles
16242;310;Megan Garcia;61;Single;Female;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-06-23;0-1 Miles
16243;57;Maria James;61;Single;Female;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-02-27;1-2 Miles
16244;298;Gregory Kumar;55;Married;Male;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-10-14;1-2 Miles
16245;369;Alexandra Griffin;55;Single;Female;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2024-01-23;1-2 Miles
16246;638;Lucas Simmons;60;Single;Male;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-06-07;1-2 Miles
16247;66;Anna Brown;60;Single;Female;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-07-12;1-2 Miles
16248;618;Alyssa Ross;60;Single;Female;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-05-02;1-2 Miles
16249;316;Jesse Rivera;54;Married;Male;60000,00;4;0;Graduate Degree;Skilled Manual;0;0;2023-04-29;0-1 Miles
16250;241;Brendan Raje;45;Single;Male;40000,00;0;0;Graduate Degree;Clerical;1;0;2022-02-17;0-1 Miles
16251;261;Makayla Howard;46;Single;Female;10000,00;3;3;High School;Manual;1;0;2023-05-01;0-1 Miles
